title,pub_date,category,body,link
Ezeket kellett túlélni idén – rendkívüli csapások a mezőgazdaságban,2025-12-24 05:35:58+00:00,Gazdaság,"Pontos statisztikai adatok még nem ismertek, de abban egyetértenek a mezőgazdasággal foglalkozó szakemberek, hogy 2025-ben több száz milliárd forintos kár érte a magyar agráriumot. A szántóföldi növénytermesztésben a forró nyár és a csapadékhiány okozta a legnagyobb károkat. A kormány már májusban megalakította az aszályvédelmi operatív törzset, és cselekvési tervet is elfogadott. Ennek részeként 4,7 milliárd forinttal járult hozzá a vízügyi igazgatóságok munkájához, amelynek eredményeként az Agrárminisztérium szerint a tényleges aszálykár kisebb lett annál, mint amennyi védekezés nélkül az időjárási körülmények alapján lehetett volna. Az agrártárca adatai szerint a 2022-es szárazsághoz képest az aszály okozta 2025-ös kár tényleges mértéke mintegy harmadára csökkent.Az idei évet sem úszták meg a kukoricatermesztők aszály nélkül / Fotó: LIU MINGXIANG / CFotoEmellett a folyók alacsony vízszintje ellenére sikerült 1,05 milliárd köbméterrel több vizet megtartani a tájban. A kormány 10 milliárd forint összegben átvállalta az öntözővíz díját, és 5 milliárd forintig térítésmentessé tette a gazdáknak a vízkészletjárulékot, ami segített abban, hogy több vizet tudjanak kijuttatni a a földekre. A gazdálkodók 556 ezer hektárra jelentettek be kárt, míg ez a szám a 2022-es történelmi nagy aszály idején csaknem háromszorosa volt, és meghaladta az 1,434 millió hektárt.Az aszály és a fagykárok idén együtt pusztítottakA tárca összesítése szerint az intézkedések hatékonyságát mutatja az is, hogy az őszi betakarítási munkálatok végeztével elmondható, hogya gazdák idén 30 százalékkal kisebb vetésterületről 40 százalékkal több termést takarítottak be a 2022-es évihez képest.Az idei 3,8 millió tonna kukoricatermés 1 millió tonnával több, mint 2022-ben.A gyümölcstermesztés már a virágzás idején elvesztette az esélyét arra, hogy jó terméseredményeket produkáljon, az április 7-e és 10-e közöttifagyokugyanis 37 ezer hektárt érintettek, amiből15,7 ezer hektáron almát6,5 ezer hektáron meggyet,3,7 ezer hektáron kajszit,2,8 ezer hektáron pedig szilváttermelnek. Azaz termeltek volna, mert a gyümölcsök csupán az átlagos mennység negyedét-ötödét termették. A tavaszi fagy mellett – amelynek jellege miatt egyébként az esetek döntő többségében még a korszerű fagyvédelmi berendezésekkel felszerelt ültetvényekben sem lehetett védekezni – a nyári aszály szintén nagy károkat okozott az ültetvényeken. A fizetőképesség fenntartása érdekében a kormány lehetővé tette a kárenyhítési juttatások előlegfizetését, így 1,45 milliárd forint jutott el a termelőkhöz a megszokottnál jóval korábban. Emellett az Európai Bizottság döntése nyomán további 4,2 milliárd forinthoz juthattak a kárt szenvedett termelők.",https://magyarnemzet.hu/gazdasag/2025/12/aszaly-ragados-szaj-es-koromfajas
Hunter Biden kitálalt az ukrán szálról,2025-12-24 05:31:29+00:00,Külföld,"Joe Biden előző amerikai elnök fia egy kedden megjelent podcastban értékelte az elmúlt éveket, és a többi között édesapja politikai szerepvállalását.Joe Biden volt amerikai elnök (Fotó: AFP)Hunter Biden a „The Shawn Ryan Show”-ban egy többórás beszélgetés keretében fejtette ki, hogy a „politikai helyzet” miatt „teljes mértékben hiba” volt, hogy elfogadta a tagságot az ukrán cég igazgatóságában több mint egy évtizeddel korábban.",https://magyarnemzet.hu/kulfold/2025/12/biden-kitalalt-az-ukran-szalrol
Nem csak hal és bejgli: karácsonyi menük a két világháború közti Magyarországon,2025-12-24 05:30:00+00:00,Nappali,"Ha ma azt mondjuk: hagyományos magyar karácsonyi menü, a legtöbben nagyjából ugyanarra gondolunk. Halászlé, rántott hal, töltött káposzta, bejgli. A száz évvel ezelőtti újságokat lapozva azonban kiderül: a két világháború közötti polgári Magyarországon a karácsonyi asztal ennél jóval játékosabb, bátrabb és nem ritkán nyitottabb volt.A hagyományos ünnepek sem csak merev szabályok mentén szerveződtek, bőven volt benne változás, ötletesség (Fotó: Fortepan/Kern család)Karácsonyi menü régen: mit ettek a harmincas évek Magyarországán?Miközben ragaszkodunk az otthoni ízemlékekhez, a biztos pontokhoz, amelyek nélkül nincs karácsony, szeretünk újítani is. Egyszerűsíteni, könnyíteni, vagy éppen egy kicsit izgalmasabbá tenni az ünnepi menüt. A karácsonyra készülés része ezért, hogy lázasan keressük azokat az ételeket, amelyek nem térnek el teljesen a megszokottól, mégis kis változást hoznak. Az utóbbi években például sok asztalra megérkezett a finn lazacleves – miközben akár az erdélyi pisztrángleves hagyománya is újraértelmezhető lehetne.Régen sem volt ez másként, az újságok ezért karácsony előtt rendre közöltek ünnepi étlapokat. Egy korabeli cikk egyszerűen fogalmazta meg mindezt: „Mi volt mégis, ami jól sikerült Pesten karácsonykor? Az evés!” És ezzel már meg is érkeztünk a korszak egyik legelőkelőbb karácsonyi menüjéhez.Magyar Elek, az Ínyesmester és, amikor a szakácskönyv irodalom„Én most egy másik, vaskos, bibliaszerű könyv társaságában töltöm estéimet, amely szintén informatív, sőt lexikális célú, adatok gyűjteménye, s mégis sokkal több jogon sorozható az irodalomhoz, noha bizonyára kevesebb embernek fog eszébe jutni, hogy odasorozza. Ezt a könyvet a konyhából hoztam be, a szakácsnőnktől, aki azt állítja – mert a férjének volt egy kis földje Zala vármegyében –, hogy a könyv többet ér hat hold földnél” –írtaBabits Mihály 1933-ban a Nyugat hasábjain. Magyar Elek szakácskönyvéről. Mit tud ez a mű, hogy a korszak egyik legnagyobb ízlésformálója irodalmi értékűnek tartotta?Ha kézbe vesszük ezt az először 1932-ben megjelent könyvet, rögtön érthetővé válik a lelkesedés. A régi szakácskönyvek – különösen Magyar Elek munkái – nem pusztán recepteket sorolnak. Világot teremtenek, mesélnek. Az Ínyesmester egyes fogásokat összekötő rövid szövegei sokszor önálló gasztroesszékként olvashatók. Emlékek, hangulatok, apró megfigyelések sűrűsödnek bennük, ugyanazzal a könnyed iróniával és kulturális magabiztossággal, amelyet Krúdytól vagy Márai polgári világából ismerünk. Az étel nála nem csupán táplálék. Viselkedésforma, kulturális állásfoglalás az, hogy mit és hogyan eszünk. Karácsonyi menüsora például egészen lenyűgöző.",https://magyarnemzet.hu/nappali/2025/12/karacsonyi-menu-regi-polgar-magyarorszagon
„Magyarország állt föl a dobogó tetejére” – olimpiai legendáink emlékei,2025-12-24 05:25:00+00:00,Sport,"Magyarország a modern olimpia történetében 189 aranyérmet szerzett, s ezek közül a legtöbbet, 39-et vívásban. A sorozat 1908-ban, Londonban kezdődött, amikor Fuchs Jenő egyéniben és a kardcsapattal is olimpiai bajnok lett. A fegyvernemben ezzel elképesztő magyar dominancia kezdődött: az 1920-as, magyar részvétel nélkül zajlott játékokat leszámítva legközelebb 1968-ban fordult elő, hogy nem magyar kardvívó nyerte az egyéni versenyt. London magyar sikert hozott 1948-ban is, amikor a hét aranyérmével legeredményesebb magyar olimpikon, Gerevich Aladár duplázott, az angol fővárosban rendezett harmadik olimpián, 2012-ben pedigSzilágyi Áronért fel a csúcsra, hogy aztán ott maradjon 2016-ban és 2021-ben is,páratlan triplázást végrehajtva.Szilágyi Áron eddig három aranyat, valamint egy-egy ezüstöt és bronzot nyert olimpián, a klasszis vívó 2028-ban, Los Angelesben is gyarapítaná még a gyűjteményét (Fotó: Csudai Sándor)Haladjunk azonban időrendben, ahogya MOB ünnepi videójais teszi: a legrégebbi vívóaranyunk, amelyet akkori főszereplő ebben fel tudott idézni, a kardcsapat 1956-os sikere volt. Melbourne-ben Kárpáti Rudolf duplázott, a győztes csapatnak mellette Gerevich Aladár, Hámori Jenő, Keresztes Attila, Kovács Pál és Magay Dániel volt tagja. Hámori egy hónapja hunyt el, így Magay immár egyedül maradt köztünk abból a csapatból.– A győzelem, az mindig jó érzés – állapítja meg Magay, s ezzel a később megszólalók aligha vitatkoznának.Tokió volt a csúcsA magyar vívás legjobb olimpiája az 1964-es tokiói volt, a japán fővárosban négy aranyat is szereztünk a sportágban. Pézsa Tibor a kardhagyományokat vitte tovább, csapatban a férfi párbajtőrözők és a női tőrözők nyertek, s utóbbiak közül Rejtő Ildikó az egyéni aranyat is megszerezte Tokióban.– Szétvívás volt, mert az első három helyen körbevertük egymást. Akitől előtte kikaptam, a német Meest a következő körben sikerült megverni, ahogy aztán az olasz Ragnót is, így lettem első – Rejtő Ildikó visszaemlékezése azt is jól jelzi, hogy az évek során átalakult a vívóversenyek lebonyolítása.Mikor megnyertem az olimpiát, az edzőm azt mondta: Semmi baj nincs, Tiborkám, most van elég időd megtanulni vívni– idézte fel nevetve Pézsa Tibor, aki aztán maga is adhatott akár hasonló jó tanácsokat, hiszen edzőként is rengeteget tett a magyar vívásért.",https://magyarnemzet.hu/sport/2025/12/magyar-olimpiai-aranyak-vivas-nagy-timea-szilagyi-aron
„Keresd a békét és járj a nyomában!” – Karácsonyi interjú Székely János püspökkel,2025-12-24 05:20:00+00:00,Belföld,"– „Amilyen az advent, olyan a karácsony” – mondják, de sajnos sokaknak nem sikerül a lelki felkészülés az adventi kisböjt idején. Mit jelent a valódi karácsonyi készület? Mit tehet az, akinek elmaradt, de él benne az őszinte szándék a Megváltó születésének ünneplésére?–Egyszer egy harminchat éves író adott le egy novellát egy könyvkiadónál. A kiadó igazgatója, miután elolvasta a remekbe szabott, igazi, mély üzenetet hordozó novellát, megkérdezte az írót: „Mennyi idő alatt írta meg ezt a nagyszerű novellát?” Az író elgondolkodott, majd így válaszolt: „Harminchat év alatt.” Valóban így van. Egész eddigi életünk a készület az idei ünnepre. Ahogyan átéltük az adventet, ahogyan éljük az életünket, úgy tudunk majd ünnepelni is. Amennyire nyitogatjuk a szívünket és az életünket az Ég felé, annyit tudunk majd befogadni az Égi Ajándékból, az ünnepből.Ugyanakkor az is igaz, hogy az ünnep ingyenes, az ünnep ajándék. Nem mi alkotjuk, nem mi hozzuk létre. Az ünnep leglényege mégsem a mi felkészülésünk. Ha valakinek elmaradt az igazi, mély felkészülés, de az ünnep napjaiban el tud csendesedni, tud egy-két órát egyedül a Teremtője jelenlétében eltölteni, akkor kisvártatva érezni fogja, hogy Valaki nézi őt, Valaki szól hozzá, Valaki csendesen átöleli őt. Meg fogja érezni, hogy mindez érte történt. Akkor a szívében igazi karácsony lesz.– A nyugati világban egy kettősség figyelhető meg karácsonykor. Erre a pár napra sokszor még a „maguk módján"" vallásosak is meglátják a Megváltás karácsonyi vezércsillagának fényét, amit utána rendre gyorsan el is veszítenek és újra az üresség következik. Mit tehetnek azért, hogy mégis megmaradjon az életükben a kegyelem?–Karácsony napjait a betlehemi Gyermek véglegesen elhódította az év napjai közül. Alig-alig van ember, aki képes kivonni magát a karácsony varázsából, ezeknek a napoknak a különleges fényéből és melegéből.Hogyan lehetne az egész évünk karácsonyibb? Éljünk a tiszta források közelében, merítsünk gyakran belőlük, éljünk Ég felé kinyitott életet! Ilyen tiszta források: a csend, az ima, a természet, a Biblia, amely nem betű, hanem Lélek és élet. Ilyen tiszta források az élő testvéri közösségek, azután a szentségek, a bűnbánat szentsége vagy az Eucharisztia, amelyeken keresztül a Betlehemben született Megváltó ma is jelen van, táplál, megtisztít, fölemel. Ilyen tiszta forrás a szeretet gyakorlása is családtagjaink, a hozzánk közel állók, és különösen a szegények, szenvedők felé.",https://magyarnemzet.hu/belfold/2025/12/keresd-a-beket-es-jarj-a-nyomaban-karacsonyi-interju-szekely-janos-puspokkel
Advent New Yorkban – egy magyar közösség a felhőkarcolók között,2025-12-24 05:15:00+00:00,Belföld,"Újabb vonalon nyitott a diaszpóra felé a Magyar Ifjúsági Konferencia: a felvidéki Esterházy Akadémiával együttműködve elindult a Diaspora Youth Leaders Academy (DYLA). A nemzetközi vezetőképző programon lehetősége volt lapunknak is részt venni, amelynek első projektje az Amerikai Egyesült Államokba vezetett. Nem véletlen terjedt el a világhatalomról a „lehetőségek hazája” elnevezés, rengeteg nemzetből keltek útnak, hogy letelepedhessenek ott a jobb élet reményében.New York-i utcák szombat este (Fotó: Magyar Ifjúsági Konferencia/Boncsarovszky Péter)Ez alól hazánk sem kivétel: becslések szerint csaknem másfél millió magyar származású ember él az Egyesült Államokban, azon belül is több mint 150 ezren New Yorkban. Így az út első állomása adott volt, november 29-én megérkeztünk az Egyesült Államok legnépesebb városába. Kétségkívül volt egy sajátos hangulata, viszont első benyomásra minden negatív sztereotípiát igaznak éreztem:zsúfolt, zajos és egy valódi multikulturális fellegvár.Mindezek fényében csak felerősödött bennem a kíváncsiság: az a csaknem 150 ezer magyar hogy nem vész el ebben az olvasztótégelyben? Kérdésemre másnap érkezett meg a válasz, ugyanis elérkezett advent első vasárnapja. Egy délelőtti rövid városnézés után a Manhattan Yorkville városrészében található Szent József-templom felé vettük az irányt. A New York-i Szent István magyar katolikus közösség minden vasárnap szentmisét tart, amelyen ezúttal nekünk is volt szerencsénk részt venni.Advent első vasárnapjaA templom ajtaján belépve valamiféle meghitt, ismerős érzés fogott el: mintha Magyarországon lennék. Ami egyből szembetűnt, a padok közel sincsenek feltöltve: mindössze 15-20 ember lehetett jelen, többnyire az idősebb korosztályból. Tekintetük barátságos volt, ugyanakkor néhányuk szeméből egyfajta meglepettséget is ki lehetett olvasni: nem értik, honnan esett be hirtelen ez a 14 fiatal. A szentmisét a 87 éves Csete Iván atya, New York állam egyetlen magyar katolikus lelkésze tartotta. Ő tudott az érkezésünkről, prédikációjában többször is kiemelte: örömmel tölti el, hogy anyaországi magyarok is ellátogattak a szentmisére. Annak végeztével lehetőséget kaptunk jobban megismerni a helyi magyarokat, a gyülekezet elhívott minket agapéra, vagyis szeretetvendégségbe.",https://magyarnemzet.hu/belfold/2025/12/advent-new-yorkban-amerika-karacsony-magyar
Nyuszi barátai és még sokan mások – ma száz éve jelent meg a Micimackó angol eredetije + videó,2025-12-24 05:14:00+00:00,Lugas,"„Eduardus Ursus scalis nunc tump-tump-tump occipite gradus pulsante post Christophorum Robinum descendens.” Ez nem valamely ókori filozófus vagy történetíró művéből, esetleg bibliatudománnyal foglalkozó régi értelmező szövegből, talán közép- vagy kora újkori irodalmi műből való, hanem a Micimackó latin fordításából. Magyarul, Karinthy Frigyes szavaival:Íme, Medveczky Medve úr, amint bukdácsol lefelé a lépcsőn, kopogtatva feje búbjával, kipp-kopp, minden lépcsőfokon egy koppanás. Előtte Róbert Gida, az ő gazdája.A Micimackó latin fordítójaLénárd Sándor, aki művelődéstörténettel, klasszika-filológiával és gasztrotörténettel is foglalkozott, poliglott értelmiségi lévén pedig magyar irodalmi műveket fordított olaszra és németre. Többek között Szerb Antaltól A királyné nyakláncát, illetve Molnár Ferenc Őszi utazás című regényét. Életútja különös huszadik századi sors, amelynek kezdőpontja Budapest, végállomása pedig Brazília. A zsidó származású alkotót – európai gyökerei és különös hóbortjai, valamint orvosi praxisa miatt – egy szenzációhajhász újságíró az álnéven a brazíliai erdőkben rejtőzködő auschwitzi szörnyeteggel, Josef Mengelével azonosította. Természetesen ebből a kitalációból egy szó sem volt igaz, azonban a téma szépirodalmi földolgozást nyert Spiró György Helló, doktor Mengele! című színművében.A Micimackóval általános iskolai negyedikes koromban ismerkedtem meg, amikor karácsonyi ajándékba kaptam a könyvet, s néhány nap alatt többször is elolvastam. Nemcsak a történetek nyűgöztek le, de a felejthetetlen és egyedi illusztrációk (Ernest Howard Shepard munkái) is. Azóta, ha nem is napi, de rendszeres olvasmányom a Micimackó. Sokat lehet belőle tanulni emberről és társadalomról, egyénről és közösségről, a szeretetről és az irigységről. Olyan örök tulajdonságokról, amelyek állandó jellemzői az embernek. Pár éve Sz. Simon István szegedi újságíró könyvét olvasgattam – ő a megyei lap főszerkesztője volt a rendszerváltozás idején –,  aki arról is megemlékezett: amikor a napi hírek és a klasszikus, vagy éppen kortárs szépirodalom „nehézségéből” akar menekülni, de mégis az olvasásban maradva örömet keresni, akkor a Micimackó „könnyedségébe” menekül.",https://magyarnemzet.hu/lugas-rovat/2025/12/nyuszi-baratai-uzletfelei-es-meg-sokan-masok-ma-szaz-eve-jelent-meg-a-micimacko-angol-eredetijenek-elso-resze
"XIV. Leó pápa megszólalt az ukrajnai háborúról, felszólítást intézett a harcoló felekhez",2025-12-24 05:10:08+00:00,Külföld,"Az egyházfő kijelentette, hogy az ünnepek előtti napokban nagy szomorúságot okoz számára, hogy Oroszország „látszólag elutasította a karácsonyi tűzszünetet”.Tűzszünetet sürgetett a pápa Ukrajnában (Fotó: AFP)A pápa legalább egy napra a fegyverek elhallgatását sürgette az ukrajnai harctéren éppúgy, mint a világ más háborús övezeteiben.",https://magyarnemzet.hu/kulfold/2025/12/papa-megszolalt-az-ukrajnai-haborurol
Magyar Péter megkapta élete legszörnyűbb karácsonyi ajándékát,2025-12-24 05:05:00+00:00,Poszt-trauma,"Magyar Péternek a 2025-ös esztendő egy vesszőfutás volt. A Tisza Párt ördögi tervét megismerték a magyar emberek, nyilvánosságra került, hogy mit terveznek, ráadásul be is vallották, hogy most még nem árulhatják el a konkrét intézkedéseiket, mert akkor megbuknának. De, ha meglenne a győzelmük, utána mindent lehet.",https://magyarnemzet.hu/poszt-trauma/2025/12/magyar-peter-megkapta-elete-legszornyubb-karacsonyi-ajandekat
"Max Verstappen idén teljesen megváltozott, 250 évig fog élni",2025-12-24 05:05:00+00:00,Sport,"A 2024-es F1-idénybenMax Verstappenfélidőben már 84 pontos előnyben volt Lando Norris előtt, és bár az utolsó négy versenyhétvégéhez érve ez a különbség 47 pontosra csökkent, végül a Red Bull hollandja megszerezte sorozatban negyedik világbajnoki címét is. A Forma–1 2025-ös évében hasonló játszódott le, csak fordított előjellel, és még hektikusabb módon. Az év 14., mogyoródi futama után már 88 pont volt Verstappen lemaradása Norris mögött, a szezonzárót követően azonban a hátrányamindössze két egység maradt.Ha ehhez hozzátesszük, hogy a másik McLarennel Oscar Piastri 34 ponttal is vezetett már a brit, és 104 ponttal a holland pilóta előtt, az ausztrál mégis harmadik lett az összetettben, akkor a számokból is látszik, milyen fordulatos idényt is hagytunk magunk mögött.Max Verstappen az idényzáró utolsó köréig versenyben volt a Forma–1 2025-ös vb-címéért, de végül Lando Norris lett a befutó (Fotó: AFP/Giuseppe Cacace)Lando Norris fordított Oscar Piastri ellen, ő lett a McLaren világbajnokaPiastri a hazai idénynyitója után öt és fél hónapig szinte tökéletes teljesítményt nyújtott, deősszel nagyon visszaesett.Norris végig kiegyensúlyozott volt, egy kanadai baklövést (és a Las Vegas-i kizárást) leszámítva majdnem hibátlan volt az éve, ésneki ez vb-címhez is vezetett.Verstappen pedig nyár végéig szenvedett, csupán ötször állt dobogón, onnantól kezdve viszont mind a kilenc versenyen a pódiumon ünnepelhetett, ezért is zárkózhatott óriási mértékben a McLarenekre.Végül Verstappen nyolc, Piastri és Norris hét-hét, valamint George Russell (Mercedes) két sikerrel zárta az évet.A pole pozíciókban is hasonló volt a mutató: Verstappen nyolc, Norris hét, Piastri hat, Russell két,Charles Leclerc(Ferrari) pedig egy alkalommal indulhatott az élről.Max Verstappen ősszel bizonyított a kritikusainakBár a Red Bull holland pilótája az év első felében, főleg szabadedzéseken rengeteget panaszkodott az autóra, ráadásulChristian Horner csapatfőnök távozásamiatt a vezetőségben is komoly gondok voltak, nyár végére –miután édesapa lett– ő fejben is rendezni tudta magát. Ráadásul az őrült hajráját követő vereség után is higgadt és sportszerű tudott maradni. Még Verstappen ellendrukkerei sem igazán vitathatják, hogy a vezetői és a mentális képességei alapján egyaránt a mezőny legjobbjai közé tartozik, utóbbi kategóriában az elmúlt években a kezdeti ámokfutásai óta különösen sokat fejlődött. Erről beszélt ő is a Red Bull hivatalos oldalánkedden megjelent évértékelőjében.",https://magyarnemzet.hu/sport/2025/12/max-verstappen-f1-2025-norris-piastri-mclaren-ertekelo
„Beteljesült már az idő” – Mit tud a szenteste jelentéséről?,2025-12-24 05:02:00+00:00,Kultúra,,https://magyarnemzet.hu/kultura/2025/12/szent-ejszaka-mit-tud-a-karacsonyest-jelenteserol
Európa lakói nem akarnak még több migránst,2025-12-24 04:55:05+00:00,Külföld,"A politikai narratíva és a lakosok véleménye közötti szakadék ritkán volt ilyen széles. Egy új, európai szintű YouGov-felmérés mély bizalmatlanságot mutat a migrációval, az integrációval és a társadalmi kohézióval kapcsolatban. Különösen aggasztó, hogy ez a szkepticizmus már nem kizárólag az illegális bevándorlásra, hanem a legális bevándorlásra is irányul – hívja fel ráa figyelmetaz Exxpress osztrák lap.Az európaiak többsége úgy véli, hogy túl magas az illegális bevándorlás mértéke, kudarcnak tartja az integrációt, és már a legális migránsokban sem bízik(Fotó: AFP)A kutatásból kiderült, hogy Németországban, Franciaországban, Olaszországban és Spanyolországban egyértelműen úgy véli a többség, hogy több az illegális bevándorló, mint a legális. Olaszországban ez a szám eléri a 60 százalékot.A vizsgált összes országban a többség túl magasnak tartja az illegális bevándorlás szintjét – a „túl magas” és a „kissé túl magas” összesített aránya országonként körülbelül 68 és 81 százalék között mozog. Németországban (57 százalék) és Franciaországban (52 százalék) a legális bevándorlást is nagyrészt túl magasnak tartják.A felmérés azt is megkérdezte a polgároktól, hogy milyen cselekvési irányt támogatnának a jövőben. Az eredmények azt mutatják, hogy sok európai szkeptikus a bevándorlás növekedésével kapcsolatban, és gyakran elutasítja a status quót. A bevándorlás leállítását vagy jelentős csökkentését előrevetítő forgatókönyvek különösen sokan támogatnák. Egy pont különösen szembetűnő:Minden vizsgált országban a válaszadók nagyjából fele (45 és 53 százalék között) egy különösen szigorú forgatókönyvet támogat, amelyben nemcsak hogy nem engedélyezett új bevándorlás, hanem a nemrég az országba érkezetteknek is el kell hagyniuk az országot – szükség esetén kitoloncolás útján.Az integráció kérdésében is egyértelmű minta rajzolódik ki. A vizsgált összes országban túlnyomórészt úgy érzékelik, hogy azillegális bevándorlókatnem sikerült integrálni.Németországban a válaszadók 80 százaléka szerint az integráció „meglehetősen sikertelen” vagy „egyáltalán nem sikeres” volt. Franciaországban ez az arány 75, Olaszországban szintén 75, Spanyolországban pedig 73 százalék.A legálisan bevándoroltak megítélése némileg árnyaltabb, de szintén szkeptikusan állnak hozzájuk: Németországban 54 százalék tartja az integrációt inkább sikertelennek vagy egyáltalán nem sikeresnek, szemben a franciaországi 57 és az olaszországi 49 százalékkal. Spanyolország és Lengyelország némileg pozitívabban ítéli meg a legális bevándorlók integrációját, de ott is kisebbségben vannak, akik egyértelműen pozitív képet mutatnak.",https://magyarnemzet.hu/kulfold/2025/12/europa-migracio-felmeres
Mit ünneplünk karácsonykor?,2025-12-24 04:50:00+00:00,Belföld,"Karácsonykor Jézus Krisztus születésére emlékezik a keresztény világ, a nem keresztények pedig a szeretet ünnepét ülik. A karácsonyt, amelynek latin neve Nativitatis Domini, Natalis Domini (Az Úr születése), a nyugati kereszténység december 25-én, a Julián-naptárt használó keleti keresztény egyház pedig január 7-én tartja. A kereszténységnek a húsvét után ez a második legnagyobb, ugyanakkor gyakorlatilag a legjelentősebb, legelterjedtebb, egyben világszerte a szeretet, az öröm, a békesség, a család, az otthon ünnepe.Fotó: PexelsA keresztény tanítás szerint Jézus Krisztus Szűz Máriától született Betlehemben, ennek Dionysius Exiguus apát által az V. században kiszámított időpontja lett az egész földkerekségen általánosan elfogadott időszámítás kezdőpontja. A magyar karácsony szó gyökere valószínűleg a latin incarnatio (megtestesülés), más felfogás szerint a szláv jövevényszavaink legősibb rétegéből származó, atéli napfordulóra utaló korcun (átlépő) igenév. E szóval a magyaron kívül csak a keleti szlovákok, a máramarosi ruszinok és a huculok jelölik az ünnepet. A magyarban él a „két karácsony” kifejezés is:a „nagykarácsony” december 25., karácsony napja, a „kiskarácsony” pedig újév napja, január elseje.Mivel az evangéliumok nem nyújtottak támpontot Jézus pontos születésnapjának megállapításához, kezdetben többféle időponthoz kötötték, majd évszázadokig január 6-án, vízkeresztkor ünnepelték. A karácsony időpontja a 325-ben tartott niceai zsinaton különült el a vízkeresztétől és került át december 25-re.Az ortodox keresztényeknél szintén december 25. a dátum, de a Julián-naptár késése miatt ez a Gergely-naptár szerint január 7-re esik. A korban népszerű Mithrász-kultuszban isa téli napforduló idején ünnepelték a Napisten születésnapját,a sötétség feletti győzelmét, ami alkalmat teremtett a kereszténység számára a pogány ünnep ellensúlyozására, illetve új eszmeiséggel való megtöltésére.Fotó: MTI/Lakatos PéterKarácsonyt megelőzi a négyhetes advent (úrjövet), ennek első vasárnapjával kezdődik az egyházi év. A karácsonyi ünneplés a szentestével, karácsony vigíliájával kezdődik, amelyen régen virrasztottak, böjtöltek és imádkoztak, e hagyomány nyomai maradtak fenn az ilyenkor feltálalt halételekben. A karácsony katolikus liturgiájának sajátossága a három szentmise: az éjféli mise, a pásztorok miséje és a karácsonyi ünnepi szentmise. A liturgiamagyarázat szerint az éjféli mise Jézus (azaz az ige) örök születését, a pásztorok miséje a megtestesült ige földi születését, az ünnepi mise mindezekkel együtt az ember kegyelmi újjászületését ünnepli.A pápa karácsony napján délben ünnepi urbi et orbi (a városnak, azaz Rómának és a világnak szóló) áldást ad.Karácsony ikonográfiájának központi témája a jászolban fekvő újszülött Jézus édesanyjával, Máriával és nevelőapjával, Szent Józseffel. A katolikus templomokban karácsonykor megtalálható betlehemi jászol állításának szokása Assisi Szent Ferenctől ered, aki 1223-ban az éjféli misére egy barlangot rendezett be. A protestáns egyházak karácsonya puritánabb, templomaikat ekkor sem díszítik fel.",https://magyarnemzet.hu/belfold/2025/12/mit-unneplunk-karacsonykor-teli-napfordulo-jezus-szuletese
"Brüsszel háborút, Magyarország békét akar",2025-12-24 04:45:00+00:00,Belföld,"– Miniszterelnök úr, elképzelhetőnek tartja, hogy Európa számára 2025 volt az utolsó békeév?– Igen, ezt nem lehet kizárni.– Már önmagában az is megrázó, hogy ez a kérdés egyáltalán felmerülhet.– Elszoktunk a háborútól. Az utolsó nagy európai háború 1945-ben ért véget, és azóta nyolcvan év telt el. Ez Euró­pában rendkívül ritka állapot. Sokáig a nukleá­ris tömegpusztító fegyverek tartották vissza a kontinens népeit a háborútól. Mindenki abból indult ki, hogy egy európai konfliktus elkerülhetetlenül nukleáris világháborúvá fajulna. Ez a félelem nyolcvan éven át működött. Most viszont egy teljesen új világ van kialakulóban.A pénzügyi, katonai és politikai hatalom újraelosztása zajlik, ami akár háborút is fellobbanthat. Az Európában érezhető háborús feszültség Nyugat-Euró­pa és az Európai Unió hanyatlásának a következménye.– Ön néhány napja tért vissza a brüsszeli uniós csúcstalálkozóról. Közelebb kerültünk a békéhez vagy távolodunk tőle?– A háborúhoz kerültünk közelebb. A múlt héten Brüsszelben annyit tudtunk elérni, hogy lassítottuk a háborúba sodródás ütemét. Voltak, akik ezt a folyamatot hipersebességűvé akarták gyorsítani, őket sikerült blokkolnunk. A folyamat azonban nem állt meg. Csak a gyorsulását akadályoztuk meg. Ma Európában újra két tábor van: a háborús párt és a békepárt. Jelenleg a háborúpárti erők vannak fölényben. Brüsszel háborút, Magyarország békét akar.– Mintha egy csehovi szituációban lennénk: sorra tűnnek fel a fegyverek az európai díszletek között. Újrafegyverkezés, sorkötelezettség, a közvélemény háborúra hangolása – minden egyszerre történik.– A látszat szerint az ukrán–orosz háború jelenti az eszkaláció veszélyét, de ez inkább következmény. A valódi ok Nyugat-Európa politikai, gazdasági és társadalmi hanyatlása. Ez a folyamat már a 2000-es évek közepén elindult, majd a pénzügyi válságra adott rossz válaszok felgyorsították. Húsz évvel ezelőtt az Európai Unió és az Egyesült Államok gazdasági teljesítménye nagyjából azonos szinten volt. Ma Amerika az egekben van, Európa pedig lefelé csúszik. A világ egykori mintaadó kontinense néhány év alatt megmosolygott, komolytalan szereplővé vált.",https://magyarnemzet.hu/belfold/2025/12/brusszel-haborut-magyarorszag-beket-akar
